family	hypothesis	test_id	test	pvalue_raw	pvalue_within_family	effect_size	effect_name	pvalue_bh_within_family	family_bh	family_significant	significant_within_family	significant_overall
domain_architecture	H1.1/H1.2	groel_1.10.540.10	fisher_exact	0.12358904892584269	0.6909751371763023	0.0	odds_ratio	0.6179452446292134	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_1.20.140.10	fisher_exact	0.12358904892584269	0.6909751371763023	0.0	odds_ratio	0.6179452446292134	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_2.40.110.10	fisher_exact	0.12358904892584269	0.6909751371763023	0.0	odds_ratio	0.6179452446292134	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.20.20.60	fisher_exact	0.18072744341783287	0.8106646866449383	5.404081632653061	odds_ratio	0.7768109410064746	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.30.2350.10	fisher_exact	0.18072744341783287	0.8106646866449383	5.404081632653061	odds_ratio	0.7768109410064746	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.30.360.10	fisher_exact	0.18072744341783287	0.8106646866449383	5.404081632653061	odds_ratio	0.7768109410064746	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.90.640.10	fisher_exact	0.18072744341783287	0.8106646866449383	5.404081632653061	odds_ratio	0.7768109410064746	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_4.10.320.10	fisher_exact	0.18072744341783287	0.8106646866449383	5.404081632653061	odds_ratio	0.7768109410064746	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_1.10.630.10	fisher_exact	0.19812747514207601	0.8106646866449383	0.0	odds_ratio	0.7945539159979748	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_1.20.1560.10	fisher_exact	0.19812747514207601	0.8106646866449383	0.0	odds_ratio	0.7945539159979748	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.40.50.720	fisher_exact	0.20322485436845356	0.8106646866449383	0.5568181818181818	odds_ratio	0.7945539159979748	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_1.25.40.10	fisher_exact	0.20431386411376493	0.8106646866449383	0.22052845528455284	odds_ratio	0.7945539159979748	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_1.10.150.240	fisher_exact	0.2981702501572201	0.901859111774412	2.6979591836734693	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.10.20.30	fisher_exact	0.2981702501572201	0.901859111774412	2.6979591836734693	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.10.50.40	fisher_exact	0.2981702501572201	0.901859111774412	2.6979591836734693	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_1.10.287.110	fisher_exact	0.30206961293901524	0.901859111774412	0.2953929539295393	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.30.300.30	fisher_exact	0.30206961293901524	0.901859111774412	0.2953929539295393	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.90.79.10	fisher_exact	0.30206961293901524	0.901859111774412	0.2953929539295393	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.40.50.12780	fisher_exact	0.3055121700415425	0.901859111774412	0.2654471544715447	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_1.25.10.10	fisher_exact	0.3312469046052362	0.901859111774412	0.0	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.30.1360.120	fisher_exact	0.3312469046052362	0.901859111774412	0.0	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.30.420.10	fisher_exact	0.3312469046052362	0.901859111774412	0.0	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.30.530.20	fisher_exact	0.3312469046052362	0.901859111774412	0.0	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.30.559.70	fisher_exact	0.3312469046052362	0.901859111774412	0.0	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_2.40.30.10	fisher_exact	0.35276893101749457	0.901859111774412	2.7049180327868854	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.40.47.10	fisher_exact	0.4537951349358411	0.901859111774412	1.618032786885246	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
domain_architecture	H1.1/H1.2	groel_3.50.50.60	fisher_exact	0.475567509535659	0.901859111774412	1.4460251046025105	odds_ratio	0.8653322976598129	2.818884630105482e-08	True	False	False
